orderDate,categoryTitle,dishTitle,orderQuantity,orderPrice
2021-09-01,"Thin-Crust Pizza","BBQ Chicken  Pizza",4,1600
2021-09-01,Drinks,"Water 500ml",6,90
2021-09-01,Starter,"Chicken Cheese Balls",1,120
2021-09-01,Starter,"French Fries",3,240
2021-09-01,Starter,"Naga Wings",1,180
2021-09-01,Starter,"Prawn On Toast",1,180
2021-09-01,Coffee,Latte,2,390
2021-09-01,Salad,"Chicken Cashew Nut Salad",1,290
2021-09-01,"Pastry & Bakery","Oreo Cheese Cake",1,240
2021-09-01,Sandwich,"Smoked Chicken Sandwich",1,160
2021-09-01,Sandwich,"Club Sandwich",1,260
2021-09-01,"Thin-Crust Pizza","Prawn-Lime Pizza",1,1050
2021-09-01,"Thin-Crust Pizza","Beef Pepperoni Pizza",2,1400
2021-09-01,"Shake & Soda","Strawberry Shake",1,270
2021-09-01,"Thin-Crust Pizza","Chicken Supreme Pizza",1,480
2021-09-01,"Shake & Soda","Oreo Vanilla Shake",1,280
2021-09-01,Pasta,"Spaghetti Bolognese",1,300
2021-09-02,Starter,"Chicken Cheese Balls",2,240
2021-09-02,"Thin-Crust Pizza","Cheesy Sausage Pizza",1,445
2021-09-02,Starter,"French Fries",4,320
2021-09-02,Starter,"Buffalo Wings",2,380
2021-09-02,Meal,"Moroccan Chicken",2,680
2021-09-02,"Thin-Crust Pizza","BBQ Chicken  Pizza",4,2100
2021-09-02,"Burger with Fries","Classic Chicken Burger",1,220
2021-09-02,Coffee,Latte,1,195
2021-09-02,Coffee,"Flavored Latte",1,250
2021-09-02,"Pastry & Bakery","Blueberry Cheese Cake",1,250
2021-09-02,"Thin-Crust Pizza","Chicken Supreme Pizza",3,2625
2021-09-02,Drinks,Coke,3,120
2021-09-02,Starter,"Potato Wedges",2,240
2021-09-02,"Thick-Crust Pizza","Naga Beef Pizza",1,1050
2021-09-02,Starter,"Prawn On Toast",1,180
2021-09-02,Starter,"Fried Calamari",1,290
2021-09-02,Pasta,"Spaghetti Bolognese",1,300
2021-09-02,"Pastry & Bakery","Oreo Cheese Cake",1,240
2021-09-02,Drinks,Fanta,2,80
2021-09-02,Drinks,"Water 500ml",2,30
2021-09-02,Drinks,Sprite,2,80
2021-09-02,Salad,"Garlic Mushroom with Chicken",1,260
2021-09-02,Meal,"Teriyaki Chicken",1,290
2021-09-03,Sandwich,"Club Sandwich",1,260
2021-09-03,"Thin-Crust Pizza","BBQ Chicken  Pizza",3,1810
2021-09-03,"Thin-Crust Pizza","Beef Pepperoni Pizza",2,1440
2021-09-03,Salad,"Sauteed Garlic Mushroom",2,400
2021-09-03,Starter,"French Fries",2,160
2021-09-03,Starter,"Chicken Cheese Balls",3,360
2021-09-03,Soup,"Cream of Mushroom",4,720
2021-09-03,Drinks,"Water 500ml",21,315
2021-09-03,Coffee,Latte,3,585
2021-09-03,Coffee,"Flavored Latte",1,250
2021-09-03,"Thin-Crust Pizza","Cheesy Sausage Pizza",2,1220
2021-09-03,Starter,"Potato Wedges",2,240
2021-09-03,Coffee,Cappuccino,6,1140
2021-09-03,Meal,"Mongolian Beef",3,1140
2021-09-03,Meal,"Moroccan Chicken",1,340
2021-09-03,Meal,"Teriyaki Chicken",5,1450
2021-09-03,"Pastry & Bakery","Red Velvet Pastry",1,220
2021-09-03,"Pastry & Bakery","Blueberry Cheese Cake",1,250
2021-09-03,Sandwich,"Smoked Chicken Sandwich",5,800
2021-09-03,Starter,"Buffalo Wings",2,380
2021-09-03,"Thin-Crust Pizza","Chicken Supreme Pizza",2,810
2021-09-03,Drinks,Coke,6,240
2021-09-03,Meal,"Fish & Chips",1,420
2021-09-03,Salad,"Garlic Mushroom with Chicken",1,260
2021-09-03,Coffee,Macchiato,1,175
2021-09-03,"Thin-Crust Pizza","Four Seasons Pizza",1,1030
2021-09-03,Drinks,Fanta,1,40
2021-09-04,Meal,"Moroccan Chicken",2,680
2021-09-04,Drinks,Coke,3,120
2021-09-04,Pasta,"Spaghetti Bolognese",2,600
2021-09-04,"Thin-Crust Pizza","Classic Margherita Pizza",1,220
2021-09-04,"Burger with Fries","Classic Beef Burger",1,270
2021-09-04,Drinks,"Water 500ml",2,30
2021-09-04,"Thin-Crust Pizza","Cheesy Sausage Pizza",2,600
2021-09-04,Drinks,Fanta,2,80
2021-09-04,Starter,"Teriyaki Chicken Wings",1,200
2021-09-04,Starter,"French Fries",1,80
2021-09-04,"Thin-Crust Pizza","BBQ Chicken  Pizza",1,850
2021-09-04,"Thin-Crust Pizza","Four Seasons Pizza",1,1030
2021-09-04,"Thin-Crust Pizza","Pizza Fun-Guy (Funghi)",1,590
2021-09-04,"Shake & Soda","Blueberry Cheesecake Shake",2,600
2021-09-04,Starter,"Potato Wedges",1,120
2021-09-04,Steak,"Round Beef (200 - 220 gms)",1,700
2021-09-04,Coffee,Latte,1,195
2021-09-04,"Shake & Soda","Strawberry Shake",1,270
2021-09-04,"Shake & Soda","Oreo Vanilla Shake",1,280
2021-09-04,"Thin-Crust Pizza","Corn & Cheese Pizza",1,400
2021-09-05,"Thin-Crust Pizza","Chicken Supreme Pizza",2,810
2021-09-05,"Thin-Crust Pizza","Classic Margherita Pizza",1,220
2021-09-05,Starter,"Buffalo Wings",1,190
2021-09-05,Meal,"Moroccan Chicken",2,680
2021-09-05,Meal,"Teriyaki Chicken",4,1160
2021-09-05,Salad,"Chicken Cashew Nut Salad",1,290
2021-09-05,Drinks,Fanta,3,120
2021-09-05,Drinks,Coke,3,120
2021-09-05,Drinks,Sprite,1,40
2021-09-05,Drinks,"Water 500ml",5,75
2021-09-05,Coffee,Cappuccino,7,1330
2021-09-05,"Thin-Crust Pizza","Corn & Cheese Pizza",1,400
2021-09-05,"Thin-Crust Pizza","BBQ Chicken  Pizza",4,2355
2021-09-05,"Thin-Crust Pizza","Cheesy Sausage Pizza",1,445
2021-09-05,Starter,"French Fries",1,80
2021-09-05,Pasta,"Spaghetti Bolognese",1,300
2021-09-05,Starter,"Chicken Cheese Balls",3,360
2021-09-05,"Pastry & Bakery","Red Velvet Pastry",1,220
2021-09-05,Coffee,Espresso,1,130
2021-09-05,"Thin-Crust Pizza","Four Seasons Pizza",1,360
2021-09-05,Starter,"Naga Wings",1,180
2021-09-05,Coffee,"Caffe Mocha",2,540
2021-09-05,"Shake & Soda","Oreo Vanilla Shake",1,280
2021-09-05,Coffee,Latte,1,215
2021-09-05,"Shake & Soda","Strawberry Shake",1,270
2021-09-06,"Thin-Crust Pizza","BBQ Chicken  Pizza",6,1920
2021-09-06,Starter,"Chicken Cheese Balls",3,360
2021-09-06,"Thin-Crust Pizza","Classic Margherita Pizza",2,550
2021-09-06,Coffee,"Caffe Mocha",3,840
2021-09-06,"Thin-Crust Pizza","Pizza Fun-Guy (Funghi)",1,300
2021-09-06,"Burger with Fries","BBQ Chicken Burger",1,260
2021-09-06,Drinks,"Water 500ml",14,210
2021-09-06,Drinks,Coke,4,160
2021-09-06,Drinks,Sprite,2,80
2021-09-06,Coffee,Cappuccino,6,1140
2021-09-06,Salad,"Garlic Mushroom with Chicken",2,520
2021-09-06,Coffee,Americano,2,380
2021-09-06,"Thin-Crust Pizza","Four Seasons Pizza",1,1030
2021-09-06,"Thick-Crust Pizza","Naga Beef Pizza",1,1050
2021-09-06,Starter,"Buffalo Wings",3,570
2021-09-06,Starter,"Teriyaki Chicken Wings",1,200
2021-09-06,"Thin-Crust Pizza","Beef Pepperoni Pizza",1,820
2021-09-06,Starter,"French Fries",3,240
2021-09-06,Sandwich,"Club Sandwich",1,260
2021-09-06,Sandwich,"Smoked Chicken Sandwich",2,320
2021-09-06,Starter,"Prawn On Toast",1,180
2021-09-06,Starter,"Cheese Balls",1,100
2021-09-06,Meal,"Moroccan Chicken",2,680
2021-09-06,Coffee,Latte,1,195
2021-09-06,Pasta,"Seafood Marinara",1,350
2021-09-06,"Pastry & Bakery","Oreo Cheese Cake",1,240
2021-09-06,"Thin-Crust Pizza","Vegetarian's Delight",1,250
2021-09-06,"Thin-Crust Pizza","Pizza Seafood Marinara",1,380
2021-09-06,Soup,"Cream of Mushroom",1,180
2021-09-07,"Thin-Crust Pizza","BBQ Chicken  Pizza",5,1745
2021-09-07,"Pastry & Bakery","Red Velvet Pastry",1,220
2021-09-07,Drinks,Coke,14,560
2021-09-07,Meal,"Teriyaki Chicken",4,1160
2021-09-07,Meal,"Mongolian Beef",1,380
2021-09-07,Pasta,"Seafood Marinara",1,350
2021-09-07,Drinks,Fanta,1,40
2021-09-07,"Shake & Soda","Strawberry Shake",1,270
2021-09-07,"Thin-Crust Pizza","Chicken Supreme Pizza",4,1320
2021-09-07,"Thin-Crust Pizza","Beef Pepperoni Pizza",2,680
2021-09-07,Starter,"Cheese Balls",4,400
2021-09-07,Steak,"Chicken Butterfly",1,490
2021-09-07,Drinks,"Water 500ml",11,165
2021-09-07,Coffee,Latte,1,195
2021-09-07,Drinks,Sprite,4,160
2021-09-07,"Thin-Crust Pizza","Four Seasons Pizza",2,1300
2021-09-07,Starter,"French Fries",6,480
2021-09-07,Coffee,"Caffe Mocha",3,780
2021-09-07,"Burger with Fries","Classic Chicken Burger",1,240
2021-09-07,Coffee,Cappuccino,4,760
2021-09-07,Starter,"Buffalo Wings",1,190
2021-09-07,Soup,"Cream of Mushroom",2,360
2021-09-07,Meal,"Mixed Platter",1,1450
2021-09-07,Coffee,"Flavored Latte",2,500
2021-09-07,"Thin-Crust Pizza","Cheesy Sausage Pizza",1,300
2021-09-07,Meal,"Fish & Chips",1,420
2021-09-07,"Thin-Crust Pizza","Prawn-Lime Pizza",1,750
2021-09-07,Salad,"Sauteed Garlic Mushroom",1,200
2021-09-07,Starter,"Potato Wedges",1,120
2021-09-07,Soup,"Seafood Clear",1,240
2021-09-07,"Burger with Fries","Classic Beef Burger",1,290
2021-09-08,"Thin-Crust Pizza","Hawaiian BBQ Chicken Pizza",2,1050
2021-09-08,"Thin-Crust Pizza","BBQ Chicken  Pizza",4,1920
2021-09-08,Starter,"French Fries",1,80
2021-09-08,Salad,"Sauteed Garlic Mushroom",1,200
2021-09-08,Starter,"Chicken Cheese Balls",3,360
2021-09-08,"Thin-Crust Pizza","Chicken Supreme Pizza",2,960
2021-09-08,"Shake & Soda","Blueberry Cheesecake Shake",1,300
2021-09-08,Coffee,Latte,3,585
2021-09-08,Coffee,"Flavored Latte",1,250
2021-09-08,Starter,"Cheese Balls",3,300
2021-09-08,Drinks,"Water 500ml",6,90
2021-09-08,Drinks,Fanta,2,80
2021-09-08,"Shake & Soda","Strawberry Shake",1,270
2021-09-08,"Thin-Crust Pizza","Pizza Fun-Guy (Funghi)",1,300
2021-09-08,Sandwich,"Smoked Chicken Sandwich",1,160
2021-09-08,"Thin-Crust Pizza","Classic Margherita Pizza",2,670
2021-09-08,Pasta,"Fettuccine Baked Pasta",1,360
2021-09-08,Pasta,"Seafood Marinara",1,350
2021-09-08,"Thin-Crust Pizza","Four Seasons Pizza",1,540
2021-09-08,Drinks,Coke,3,120
2021-09-08,Meal,"Moroccan Chicken",1,340
2021-09-08,Drinks,Sprite,1,40
2021-09-08,Meal,"Teriyaki Chicken",4,1160
2021-09-08,Sandwich,"Club Sandwich",1,260
2021-09-08,Coffee,"Caffe Mocha",1,260
2021-09-08,Coffee,Cappuccino,1,190
2021-09-08,Tea,"Green Tea & Mint",1,150
2021-09-08,"Thin-Crust Pizza","Pizza Seafood Marinara",1,380
2021-09-09,Drinks,"Water 500ml",6,90
2021-09-09,Coffee,Cappuccino,7,1330
2021-09-09,Starter,"Potato Wedges",2,240
2021-09-09,"Thin-Crust Pizza","Classic Margherita Pizza",1,600
2021-09-09,"Thin-Crust Pizza","BBQ Chicken  Pizza",3,1635
2021-09-09,"Thin-Crust Pizza","Beef Pepperoni Pizza",2,1640
2021-09-09,Coffee,Latte,4,780
2021-09-09,Drinks,Fanta,2,80
2021-09-09,Starter,"Naga Wings",2,360
2021-09-09,Drinks,Coke,2,80
2021-09-09,Meal,"Mongolian Beef",1,380
2021-09-09,"Shake & Soda","Apple Soda",1,280
2021-09-09,"Thin-Crust Pizza","Chicken Supreme Pizza",2,1140
2021-09-09,"Thin-Crust Pizza","Pizza Fun-Guy (Funghi)",2,600
2021-09-09,"Burger with Fries","BBQ Chicken Burger",1,340
2021-09-09,Starter,"Teriyaki Chicken Wings",1,200
2021-09-09,Salad,"Chicken Cashew Nut Salad",1,290
2021-09-09,Pasta,"Seafood Marinara",1,350
2021-09-09,Coffee,Americano,1,150
2021-09-09,Starter,"Chicken Cheese Balls",2,240
2021-09-09,Starter,"French Fries",1,80
2021-09-09,Starter,"Fried Calamari",2,580
2021-09-09,Drinks,Sprite,1,40
2021-09-09,Coffee,"Caffe Mocha",2,520
2021-09-09,Meal,"Teriyaki Chicken",2,580
2021-09-09,"Burger with Fries","Classic Chicken Burger",1,220
2021-09-10,"Thin-Crust Pizza","Chicken Supreme Pizza",2,990
2021-09-10,Starter,"Teriyaki Chicken Wings",1,200
2021-09-10,Starter,"French Fries",7,560
2021-09-10,Drinks,Coke,17,680
2021-09-10,"Thin-Crust Pizza","BBQ Chicken  Pizza",8,3420
2021-09-10,Starter,"Chicken Cheese Balls",2,240
2021-09-10,"Thin-Crust Pizza","Pizza Seafood Marinara",3,1570
2021-09-10,"Thin-Crust Pizza","Classic Margherita Pizza",2,550
2021-09-10,"Thin-Crust Pizza","Prawn-Lime Pizza",2,1090
2021-09-10,Starter,"Cheese Balls",1,100
2021-09-10,"Shake & Soda","Apple Soda",2,560
2021-09-10,"Thin-Crust Pizza","Beef Pepperoni Pizza",3,1500
2021-09-10,Sandwich,"Smoked Chicken Sandwich",3,480
2021-09-10,Coffee,Americano,3,450
2021-09-10,"Thin-Crust Pizza","Cheesy Sausage Pizza",1,815
2021-09-10,Pasta,"Penne Alfredo",1,280
2021-09-10,Drinks,"Water 500ml",6,90
2021-09-10,"Shake & Soda","Lime Soda",2,520
2021-09-10,"Thin-Crust Pizza","Pizza Fun-Guy (Funghi)",1,300
2021-09-10,"Thick-Crust Pizza","Tandoori Chicken Pizza",1,250
2021-09-10,Coffee,"Caffe Mocha",2,520
2021-09-10,Starter,"Buffalo Wings",1,190
2021-09-10,Pasta,"Seafood Marinara",2,700
2021-09-10,Drinks,Fanta,1,40
2021-09-10,Sandwich,"Club Sandwich",1,260
2021-09-10,Coffee,Cappuccino,7,1330
2021-09-10,Coffee,Latte,1,195
2021-09-10,Starter,"Potato Wedges",2,240
2021-09-10,"Pastry & Bakery","Red Velvet Pastry",2,440
2021-09-10,"Burger with Fries","Classic Beef Burger",1,290
2021-09-11,Coffee,Cappuccino,1,190
2021-09-11,"Pastry & Bakery","Red Velvet Pastry",1,220
2021-09-11,Meal,"Teriyaki Chicken",1,290
2021-09-11,Meal,"Mongolian Beef",2,760
2021-09-11,Drinks,Coke,13,520
2021-09-11,Meal,"Fish & Chips",2,840
2021-09-11,Starter,"Fried Calamari",3,870
2021-09-11,Pasta,"Seafood Marinara",1,350
2021-09-11,Drinks,Sprite,6,240
2021-09-11,"Pastry & Bakery","Chocolate Mousse",3,600
2021-09-11,"Shake & Soda","Oreo Vanilla Shake",1,280
2021-09-11,Drinks,"Water 500ml",6,90
2021-09-11,"Thin-Crust Pizza","Chicken Supreme Pizza",2,960
2021-09-11,"Thin-Crust Pizza","Hawaiian BBQ Chicken Pizza",1,510
2021-09-11,"Thin-Crust Pizza","Four Seasons Pizza",2,900
2021-09-11,"Thin-Crust Pizza","BBQ Chicken  Pizza",3,1635
2021-09-11,Starter,"Naga Wings",2,360
2021-09-11,Salad,"Chicken Cashew Nut Salad",1,290
2021-09-11,"Thin-Crust Pizza","Cheesy Sausage Pizza",1,445
2021-09-11,Starter,"Cheese Balls",2,200
2021-09-11,Starter,"Buffalo Wings",2,380
2021-09-11,"Thin-Crust Pizza","Pizza Seafood Marinara",1,560
2021-09-11,"Thin-Crust Pizza","Beef Pepperoni Pizza",1,500
2021-09-11,Starter,"Teriyaki Chicken Wings",1,200
2021-09-11,Starter,"French Fries",3,240
2021-09-11,"Shake & Soda","Apple Soda",1,280
2021-09-11,"Pastry & Bakery","Blueberry Cheese Cake",1,250
2021-09-11,Pasta,"Spaghetti Bolognese",1,300
2021-09-11,"Thick-Crust Pizza","Tandoori Chicken Pizza",1,250
2021-09-11,Soup,"Cream of Mushroom",1,180
2021-09-11,"Shake & Soda","Blueberry Cheesecake Shake",1,300
2021-09-11,Starter,"Chicken Cheese Balls",1,120
2021-09-12,"Thin-Crust Pizza","Classic Margherita Pizza",3,725
2021-09-12,Drinks,Coke,4,160
2021-09-12,Drinks,"Water 500ml",7,105
2021-09-12,Starter,"Chicken Cheese Balls",4,480
2021-09-12,Starter,"French Fries",8,640
2021-09-12,"Shake & Soda","Apple Soda",1,280
2021-09-12,"Shake & Soda","Blueberry Cheesecake Shake",1,300
2021-09-12,Coffee,"Caffe Mocha",3,840
2021-09-12,Meal,"Teriyaki Chicken",2,580
2021-09-12,Starter,"Buffalo Wings",4,760
2021-09-12,"Pastry & Bakery","Red Velvet Pastry",2,440
2021-09-12,Coffee,Cappuccino,2,380
2021-09-12,Pasta,"Spaghetti Bolognese",1,300
2021-09-12,"Thin-Crust Pizza","Pizza Fun-Guy (Funghi)",1,300
2021-09-12,"Thin-Crust Pizza","Chicken Supreme Pizza",3,1320
2021-09-12,"Thin-Crust Pizza","Four Seasons Pizza",2,900
2021-09-12,Drinks,Fanta,2,80
2021-09-12,Starter,"Naga Wings",1,180
2021-09-12,"Burger with Fries","Classic Chicken Burger",1,240
2021-09-12,Drinks,Sprite,2,80
2021-09-12,"Shake & Soda","Oreo Vanilla Shake",1,280
2021-09-12,Starter,"Fried Calamari",1,290
2021-09-12,Soup,"Cream of Mushroom",1,180
2021-09-12,Coffee,Latte,1,195
2021-09-12,"Thin-Crust Pizza","Beef Pepperoni Pizza",1,500
2021-09-12,Pasta,"Fettuccine Baked Pasta",1,360
2021-09-12,"Thin-Crust Pizza","Cheesy Sausage Pizza",1,300
2021-09-12,Sandwich,"Club Sandwich",2,520
2021-09-13,"Thin-Crust Pizza","BBQ Chicken  Pizza",5,2210
2021-09-13,Meal,"Teriyaki Chicken",3,870
2021-09-13,Drinks,Sprite,3,120
2021-09-13,"Thin-Crust Pizza","Chicken Supreme Pizza",2,810
2021-09-13,"Thick-Crust Pizza","Naga Beef Pizza",1,590
2021-09-13,Starter,"Chicken Cheese Balls",3,360
2021-09-13,Salad,"Garlic Mushroom with Chicken",1,260
2021-09-13,Pasta,"Seafood Marinara",3,1050
2021-09-13,Coffee,"Caffe Mocha",1,280
2021-09-13,Starter,"French Fries",7,560
2021-09-13,Starter,"Potato Wedges",2,240
2021-09-13,"Thin-Crust Pizza","Classic Margherita Pizza",1,220
2021-09-13,"Thin-Crust Pizza","Prawn-Lime Pizza",1,340
2021-09-13,Drinks,Coke,4,160
2021-09-13,Drinks,Fanta,2,80
2021-09-13,"Thin-Crust Pizza","Vegetarian's Delight",1,370
2021-09-13,Soup,"Cream of Mushroom",1,180
2021-09-13,Starter,"Naga Wings",2,360
2021-09-13,Starter,"Teriyaki Chicken Wings",1,200
2021-09-13,Sandwich,"Smoked Chicken Sandwich",3,480
2021-09-13,Pasta,"Spaghetti Bolognese",1,300
2021-09-13,Starter,"Cheese Balls",4,400
2021-09-13,Coffee,Cappuccino,2,380
2021-09-13,Coffee,"Flavored Latte",1,250
2021-09-13,Meal,"Mongolian Beef",1,380
2021-09-13,Meal,"Moroccan Chicken",1,340
2021-09-13,Starter,"Buffalo Wings",1,190
2021-09-13,Drinks,"Water 500ml",4,60
2021-09-13,Coffee,Latte,2,390
2021-09-13,"Thin-Crust Pizza","Beef Pepperoni Pizza",1,500
2021-09-14,Coffee,Cappuccino,4,760
2021-09-14,Sandwich,"Smoked Chicken Sandwich",3,480
2021-09-14,"Thick-Crust Pizza","Naga Beef Pizza",1,590
2021-09-14,Pasta,"Seafood Marinara",2,700
2021-09-14,Coffee,"Caffe Mocha",2,560
2021-09-14,Meal,"Mongolian Beef",1,380
2021-09-14,Meal,"Moroccan Chicken",1,340
2021-09-14,Drinks,Coke,10,400
2021-09-14,Drinks,"Water 500ml",5,75
2021-09-14,"Thin-Crust Pizza","Cheesy Sausage Pizza",4,1800
2021-09-14,Starter,"Buffalo Wings",3,570
2021-09-14,"Thin-Crust Pizza","Pizza Fun-Guy (Funghi)",1,300
2021-09-14,Starter,"Cheese Balls",4,400
2021-09-14,Coffee,Americano,1,170
2021-09-14,Starter,"Chicken Cheese Balls",1,120
2021-09-14,"Thin-Crust Pizza","Four Seasons Pizza",2,720
2021-09-14,Starter,"Teriyaki Chicken Wings",1,200
2021-09-14,Salad,"Chicken Cashew Nut Salad",1,290
2021-09-14,Starter,"French Fries",10,800
2021-09-14,"Thin-Crust Pizza","Chicken Supreme Pizza",2,660
2021-09-14,"Thin-Crust Pizza","Classic Margherita Pizza",1,285
2021-09-14,Coffee,Latte,5,1015
2021-09-14,"Thin-Crust Pizza","Beef Pepperoni Pizza",1,340
2021-09-14,Coffee,"Flavored Latte",1,250
2021-09-14,Drinks,Sprite,1,40
2021-09-14,Starter,"Naga Wings",1,180
2021-09-14,"Thin-Crust Pizza","BBQ Chicken  Pizza",2,1280
2021-09-14,"Pastry & Bakery","Blueberry Cheese Cake",1,250
2021-09-14,Meal,"Fish & Chips",1,420
2021-09-14,Steak,"Chicken Butterfly",1,490
2021-09-14,Starter,"Potato Wedges",1,120
2021-09-15,Starter,"Cheese Balls",4,400
2021-09-15,Meal,"Teriyaki Chicken",2,580
2021-09-15,"Thin-Crust Pizza","BBQ Chicken  Pizza",3,1105
2021-09-15,Coffee,Doppio,1,175
2021-09-15,Coffee,Latte,1,195
2021-09-15,"Pastry & Bakery","Red Velvet Pastry",1,220
2021-09-15,Starter,"Chicken Cheese Balls",1,120
2021-09-15,Starter,"French Fries",5,400
2021-09-15,Drinks,Coke,7,280
2021-09-15,"Thin-Crust Pizza","Four Seasons Pizza",1,360
2021-09-15,Drinks,"Water 500ml",7,105
2021-09-15,"Thin-Crust Pizza","Pizza Seafood Marinara",3,1140
2021-09-15,"Pastry & Bakery","Blueberry Cheese Cake",1,250
2021-09-15,Drinks,Fanta,1,40
2021-09-15,"Thin-Crust Pizza","Chicken Supreme Pizza",1,480
2021-09-15,Salad,"Garlic Mushroom with Chicken",1,260
2021-09-15,"Burger with Fries","BBQ Chicken Burger",1,260
2021-09-15,Soup,"Cream of Mushroom",1,180
2021-09-15,"Thick-Crust Pizza","Naga Beef Pizza",1,280
2021-09-15,Starter,"Potato Wedges",4,480
2021-09-15,Coffee,Cappuccino,3,570
2021-09-15,"Thin-Crust Pizza","Vegetarian's Delight",1,250
2021-09-15,"Thin-Crust Pizza","Pizza Fun-Guy (Funghi)",1,430
2021-09-15,Starter,"Teriyaki Chicken Wings",2,400
2021-09-15,Meal,"Mongolian Beef",1,380
2021-09-15,"Thin-Crust Pizza","Classic Margherita Pizza",1,220
2021-09-15,Meal,"Moroccan Chicken",1,340
2021-09-15,Sandwich,"Smoked Chicken Sandwich",1,160
2021-09-15,Pasta,"Fettuccine Baked Pasta",1,360
2021-09-15,Starter,"Naga Wings",1,180
2021-09-16,"Thin-Crust Pizza","Four Seasons Pizza",2,900
2021-09-16,Meal,"Moroccan Chicken",1,340
2021-09-16,Salad,"Chicken Caesar Salad",1,390
2021-09-16,"Pastry & Bakery","Chocolate Mousse",1,200
2021-09-16,Coffee,"Flavored Latte",1,250
2021-09-16,"Thin-Crust Pizza","BBQ Chicken  Pizza",1,320
2021-09-16,Drinks,Coke,2,80
2021-09-16,Drinks,Fanta,2,80
2021-09-16,Pasta,"Seafood Marinara",2,700
2021-09-16,Soup,"Cream of Mushroom",2,360
2021-09-16,Drinks,"Water 500ml",4,60
2021-09-16,"Thin-Crust Pizza","Classic Margherita Pizza",1,220
2021-09-16,Coffee,Latte,2,390
2021-09-16,Coffee,Cappuccino,3,570
2021-09-16,"Shake & Soda","Oreo Vanilla Shake",1,280
2021-09-16,"Thin-Crust Pizza","Pizza Seafood Marinara",1,380
2021-09-16,Salad,"Garlic Mushroom with Chicken",2,520
2021-09-16,Starter,"Teriyaki Chicken Wings",1,200
2021-09-16,Coffee,Espresso,1,130
2021-09-16,Coffee,Americano,1,150
2021-09-16,"Thin-Crust Pizza","Chicken Supreme Pizza",1,660
2021-09-16,Starter,"Chicken Cheese Balls",1,120
2021-09-16,"Shake & Soda","Strawberry Shake",1,270
2021-09-16,Sandwich,"Club Sandwich",1,260
2021-09-16,Starter,"Potato Wedges",1,120
2021-09-17,"Thin-Crust Pizza","BBQ Chicken  Pizza",9,5465
2021-09-17,Sandwich,"Club Sandwich",4,1040
2021-09-17,Soup,"Cream of Mushroom",4,720
2021-09-17,Starter,"Buffalo Wings",4,760
2021-09-17,Salad,"Garlic Mushroom with Chicken",1,260
2021-09-17,"Thin-Crust Pizza","Vegetarian's Delight",2,1425
2021-09-17,Meal,"Teriyaki Chicken",4,1160
2021-09-17,Starter,"Chicken Cheese Balls",10,1200
2021-09-17,"Thin-Crust Pizza","Classic Margherita Pizza",3,890
2021-09-17,"Thin-Crust Pizza","Cheesy Sausage Pizza",4,1200
2021-09-17,"Thin-Crust Pizza","Chicken Supreme Pizza",4,2890
2021-09-17,Coffee,Latte,3,585
2021-09-17,"Pastry & Bakery","Oreo Cheese Cake",1,240
2021-09-17,"Thin-Crust Pizza","Four Seasons Pizza",1,760
2021-09-17,Drinks,Coke,13,520
2021-09-17,Drinks,Sprite,6,240
2021-09-17,Starter,"Potato Wedges",2,240
2021-09-17,Coffee,Cappuccino,9,1710
2021-09-17,Drinks,Fanta,11,440
2021-09-17,Salad,"Chicken Cashew Nut Salad",1,290
2021-09-17,Starter,"French Fries",4,320
2021-09-17,Coffee,Espresso,1,130
2021-09-17,Coffee,"Caffe Mocha",1,280
2021-09-17,Sandwich,"Smoked Chicken Sandwich",1,160
2021-09-17,Starter,"Prawn On Toast",4,720
2021-09-17,Drinks,"Water 500ml",14,210
2021-09-17,Meal,"Fish & Chips",1,420
2021-09-17,"Burger with Fries","Classic Beef Burger",5,1450
2021-09-17,"Shake & Soda","Oreo Vanilla Shake",1,280
2021-09-17,Pasta,"Spaghetti Bolognese",1,300
2021-09-17,"Burger with Fries","BBQ Chicken Burger",1,260
2021-09-18,"Thin-Crust Pizza","BBQ Chicken  Pizza",3,960
2021-09-18,Drinks,Fanta,1,40
2021-09-18,Drinks,Coke,7,280
2021-09-18,Salad,"Garlic Mushroom with Chicken",1,260
2021-09-18,"Thin-Crust Pizza","Four Seasons Pizza",2,1120
2021-09-18,Drinks,"Water 500ml",7,105
2021-09-18,Coffee,Cappuccino,8,1520
2021-09-18,"Thin-Crust Pizza","Pizza Seafood Marinara",2,1370
2021-09-18,Meal,"Teriyaki Chicken",7,2030
2021-09-18,Starter,"Buffalo Wings",1,190
2021-09-18,Starter,"Chicken Cheese Balls",3,360
2021-09-18,Starter,"Teriyaki Chicken Wings",2,400
2021-09-18,Starter,"French Fries",2,160
2021-09-18,"Thin-Crust Pizza","Chicken Supreme Pizza",2,660
2021-09-18,Pasta,"Fettuccine Baked Pasta",1,360
2021-09-18,Drinks,Sprite,1,40
2021-09-18,Meal,"Mongolian Beef",3,1140
2021-09-18,Coffee,Americano,1,150
2021-09-18,"Thick-Crust Pizza","Naga Beef Pizza",1,280
2021-09-18,Pasta,"Penne Alfredo",1,280
2021-09-18,"Thin-Crust Pizza","Prawn-Lime Pizza",2,1090
2021-09-18,Soup,"Seafood Clear",1,240
2021-09-18,Pasta,"Seafood Marinara",1,350
2021-09-18,"Pastry & Bakery","Red Velvet Pastry",1,220
2021-09-18,Coffee,"Caffe Mocha",1,260
