orderDate,categoryTitle,dishTitle,orderQuantity,orderPrice
2021-12-24,"Sandwich & Burger","Club Sandwich",2,520
2021-12-24,"Thin-Crust Pizza","Chicken Supreme Pizza",3,1945
2021-12-24,"Shake & Soda","Oreo Vanilla Shake",1,280
2021-12-24,"Thin-Crust Pizza","Prawn-Lime Pizza",1,340
2021-12-24,"Sandwich & Burger","Smoked Chicken Sandwich",1,160
2021-12-24,"Thin-Crust Pizza","Pizza Seafood Marinara",1,560
2021-12-24,Drinks,Sprite,4,160
2021-12-24,Meal,"Moroccan Chicken",1,340
2021-12-24,Snack,"Naga Wings",1,180
2021-12-24,"Starter & Soup","Potato Wedges",2,240
2021-12-24,"Starter & Soup","Thai Soup",1,210
2021-12-24,Snack,"Buffalo Wings",2,380
2021-12-24,Snack,"Chicken Satay",1,240
2021-12-24,"Thin-Crust Pizza","Cheesy Sausage Pizza",1,445
2021-12-24,"Sandwich & Burger","BBQ Chicken Burger",1,260
2021-12-25,"Thin-Crust Pizza","BBQ Chicken  Pizza",5,1890
2021-12-25,Snack,"Buffalo Wings",2,380
2021-12-25,"Starter & Soup","Hot & Sour",2,370
2021-12-25,"Thin-Crust Pizza","Pizza Fun-Guy (Funghi)",1,430
2021-12-25,"Starter & Soup","French Fries",7,560
2021-12-25,"Thin-Crust Pizza","Beef Pepperoni Pizza",2,1280
2021-12-25,Drinks,Coke,19,760
2021-12-25,"Thin-Crust Pizza","Cheesy Sausage Pizza",4,1345
2021-12-25,"Starter & Soup","Cream of Mushroom",4,720
2021-12-25,"Pastry & Bakery","Blueberry Cheese Cake",1,250
2021-12-25,"Shake & Soda","Apple Soda",1,280
2021-12-25,Coffee,Doppio,1,175
2021-12-25,Coffee,Cappuccino,6,1140
2021-12-25,Drinks,"Water 500ml",16,240
2021-12-25,"Starter & Soup","Chicken Cheese Balls",8,960
2021-12-25,"Starter & Soup","Thai Soup",1,210
2021-12-25,"Starter & Soup","Cheese Balls",5,500
2021-12-25,Coffee,"Caffe Mocha",2,520
2021-12-25,Snack,"Teriyaki Chicken Wings",3,600
2021-12-25,Drinks,Sprite,5,200
2021-12-25,Pasta,"Penne Alfredo",2,560
2021-12-25,"Pastry & Bakery",Cookie,1,120
2021-12-25,Snack,"Prawn On Toast",1,180
2021-12-25,"Thin-Crust Pizza","Chicken Supreme Pizza",3,1835
2021-12-25,Coffee,Latte,1,215
2021-12-25,"Thin-Crust Pizza","Classic Margherita Pizza",1,330
2021-12-25,"Thin-Crust Pizza","Four Seasons Pizza",3,2420
2021-12-25,Coffee,Americano,2,300
2021-12-25,Meal,"Teriyaki Chicken",1,290
2021-12-25,"Starter & Soup","Potato Wedges",2,240
2021-12-26,"Thin-Crust Pizza","Beef Pepperoni Pizza",2,680
2021-12-26,"Starter & Soup","Cream of Mushroom",1,180
2021-12-26,"Thin-Crust Pizza","BBQ Chicken  Pizza",2,640
2021-12-26,Drinks,"Water 500ml",3,45
2021-12-26,Coffee,Cappuccino,1,190
2021-12-26,"Thin-Crust Pizza","Cheesy Sausage Pizza",2,1115
2021-12-26,Drinks,Coke,3,120
2021-12-26,Pasta,"Fettuccine Creme Lime-e",1,270
2021-12-26,"Starter & Soup","Cheese Balls",1,100
2021-12-26,"Thin-Crust Pizza","Classic Margherita Pizza",3,660
2021-12-26,Meal,"Teriyaki Chicken",1,290
2021-12-26,"Starter & Soup","Chicken Cheese Balls",2,240
2021-12-26,Coffee,"Caffe Mocha",2,520
2021-12-26,Snack,"Teriyaki Chicken Wings",1,200
2021-12-26,"Starter & Soup","French Fries",1,80
2021-12-26,"Quick Meal & Salad","Spicy Rice with Prawn Tempura",1,225
2021-12-26,"Quick Meal & Salad","Sauteed Garlic Mushroom",1,200
2021-12-26,"Shake & Soda","Apple Soda",1,280
2021-12-26,"Shake & Soda","Lime Soda",1,260
2021-12-26,Snack,"Fried Calamari",1,290
2021-12-27,"Sandwich & Burger","Club Sandwich",2,520
2021-12-27,"Starter & Soup","Chicken Cheese Balls",6,720
2021-12-27,"Sandwich & Burger","Classic Beef Burger",2,580
2021-12-27,Meal,"Moroccan Chicken",1,340
2021-12-27,Pasta,"Penne Alfredo",2,560
2021-12-27,"Sandwich & Burger","Smoked Chicken Sandwich",1,160
2021-12-27,"Thin-Crust Pizza","Chicken Supreme Pizza",2,660
2021-12-27,Pasta,"Fettuccine Baked Pasta",1,360
2021-12-27,"Quick Meal & Salad","Spicy Rice with Prawn Tempura",1,225
2021-12-27,Coffee,Cappuccino,1,190
2021-12-27,"Starter & Soup","Cheese Balls",1,100
2021-12-27,"Thin-Crust Pizza","BBQ Chicken  Pizza",5,2035
2021-12-27,"Starter & Soup","French Fries",4,320
2021-12-27,Drinks,Coke,17,680
2021-12-27,Meal,"Teriyaki Chicken",5,1450
2021-12-27,"Sandwich & Burger","Classic Chicken Burger",2,480
2021-12-27,"Thin-Crust Pizza","Classic Margherita Pizza",2,440
2021-12-27,"Thin-Crust Pizza","Four Seasons Pizza",3,1300
2021-12-27,Snack,"Naga Wings",1,180
2021-12-27,Drinks,"Water 500ml",4,60
2021-12-27,"Thin-Crust Pizza","Cheesy Sausage Pizza",1,300
2021-12-27,"Starter & Soup","Potato Wedges",1,120
2021-12-27,"Starter & Soup","Hot & Sour",2,370
2021-12-28,"Sandwich & Burger","Club Sandwich",2,520
2021-12-28,"Pastry & Bakery","Oreo Cheese Cake",1,240
2021-12-28,Coffee,Cappuccino,4,760
2021-12-28,"Quick Meal & Salad","Spicy Rice with Prawn Tempura",1,225
2021-12-28,"Quick Meal & Salad","Spicy Rice with Chicken Satay",1,210
2021-12-28,Meal,"Moroccan Chicken",1,340
2021-12-28,Drinks,"Water 500ml",9,135
2021-12-28,"Shake & Soda","Oreo Vanilla Shake",3,840
2021-12-28,"Thin-Crust Pizza","BBQ Chicken  Pizza",4,2130
2021-12-28,Drinks,Coke,10,400
2021-12-28,Drinks,Sprite,3,120
2021-12-28,"Sandwich & Burger","BBQ Chicken Burger",1,260
2021-12-28,Meal,"Mongolian Beef",1,380
2021-12-28,"Starter & Soup","Potato Wedges",2,240
2021-12-28,"Thin-Crust Pizza","Chicken Supreme Pizza",4,1470
2021-12-28,"Starter & Soup","French Fries",6,480
2021-12-28,Snack,"Naga Wings",1,180
2021-12-28,Pasta,"Seafood Marinara",1,350
2021-12-28,Meal,"Fish & Chips",3,1260
2021-12-28,Snack,"Teriyaki Chicken Wings",2,400
2021-12-28,"Starter & Soup","Chicken Cheese Balls",1,120
2021-12-28,"Starter & Soup","Cream of Mushroom",1,180
2021-12-28,Coffee,Latte,6,1170
2021-12-28,"Quick Meal & Salad","Garlic Mushroom with Chicken",2,520
2021-12-28,"Quick Meal & Salad","Chicken Cashew Nut Salad",1,290
2021-12-28,"Pastry & Bakery","Blueberry Cheese Cake",1,250
2021-12-28,Coffee,Doppio,1,175
2021-12-28,Snack,"Chicken & Chips",1,280
2021-12-29,"Pastry & Bakery",Brownie,1,130
2021-12-29,Coffee,Latte,2,390
2021-12-29,Pasta,"Seafood Marinara",2,700
2021-12-29,Pasta,"Spaghetti Aglio e Olio",1,270
2021-12-29,Meal,"Moroccan Chicken",1,340
2021-12-29,Drinks,Coke,2,80
2021-12-29,Pasta,"Fettuccine Baked Pasta",1,360
2021-12-29,"Quick Meal & Salad","Spicy Rice with Chicken Satay",6,1285
2021-12-29,Drinks,Sprite,20,800
2021-12-29,Drinks,"Zero Coke Can",4,160
2021-12-29,Drinks,"Water 500ml",10,150
2021-12-29,"Thin-Crust Pizza","Cheesy Sausage Pizza",2,745
2021-12-29,Pasta,"Penne Alfredo",1,280
2021-12-29,Coffee,Cappuccino,6,1140
2021-12-29,"Thin-Crust Pizza","Four Seasons Pizza",1,360
2021-12-29,Coffee,Espresso,1,130
2021-12-29,"Thin-Crust Pizza","Chicken Supreme Pizza",4,1825
2021-12-29,"Starter & Soup","French Fries",2,160
2021-12-29,"Starter & Soup","Potato Wedges",4,480
2021-12-29,"Starter & Soup","Chicken Cheese Balls",5,600
2021-12-29,"Starter & Soup","Cheese Balls",1,100
2021-12-29,"Thin-Crust Pizza","Classic Margherita Pizza",1,450
2021-12-29,"Thin-Crust Pizza","BBQ Chicken  Pizza",3,1105
2021-12-29,Tea,"Green Tea & Mint",3,390
2021-12-29,"Starter & Soup","Cream of Mushroom",3,540
2021-12-29,"Thin-Crust Pizza","Beef Pepperoni Pizza",1,500
2021-12-29,Coffee,Americano,1,170
2021-12-29,Coffee,"Caffe Mocha",1,280
2021-12-29,"Quick Meal & Salad","Chicken Cashew Nut Salad",1,290
2021-12-29,"Sandwich & Burger","Croissant Sandwich",1,190
2021-12-29,"Sandwich & Burger","Classic Beef Burger",4,1160
2021-12-29,Snack,"Naga Wings",1,180
2021-12-29,"Thin-Crust Pizza","Pizza Fun-Guy (Funghi)",1,590
2021-12-29,"Sandwich & Burger","Club Sandwich",2,520
2021-12-29,Snack,"Teriyaki Chicken Wings",1,200
2021-12-29,"Shake & Soda","Oreo Vanilla Shake",1,280
2021-12-29,"Thin-Crust Pizza","Pizza Seafood Marinara",1,380
2021-12-30,"Thin-Crust Pizza","Four Seasons Pizza",1,360
2021-12-30,Snack,"Teriyaki Chicken Wings",2,400
2021-12-30,"Thin-Crust Pizza","Cheesy Sausage Pizza",4,1635
2021-12-30,"Starter & Soup","Chicken Cheese Balls",4,480
2021-12-30,Drinks,"Water 500ml",5,75
2021-12-30,"Quick Meal & Salad","Spicy Rice with Chicken Satay",3,655
2021-12-30,Drinks,Sprite,6,240
2021-12-30,"Starter & Soup","French Fries",3,240
2021-12-30,Coffee,Cappuccino,4,760
2021-12-30,"Sandwich & Burger","Club Sandwich",1,260
2021-12-30,"Thin-Crust Pizza","Chicken Supreme Pizza",4,1620
2021-12-30,"Quick Meal & Salad","Chicken Cashew Nut Salad",1,290
2021-12-30,"Thin-Crust Pizza","BBQ Chicken  Pizza",3,1105
2021-12-30,"Thin-Crust Pizza","Vegetarian's Delight",3,870
2021-12-30,Coffee,Latte,1,195
2021-12-30,"Quick Meal & Salad","Garlic Mushroom with Chicken",2,520
2021-12-30,"Thin-Crust Pizza","Prawn-Lime Pizza",1,510
2021-12-30,Pasta,"Seafood Marinara",2,700
2021-12-30,Drinks,Coke,1,40
2021-12-30,"Sandwich & Burger","BBQ Chicken Burger",1,260
2021-12-30,Pasta,"Penne Alfredo",3,840
2021-12-30,"Shake & Soda","Oreo Vanilla Shake",1,280
2021-12-30,Drinks,"Zero Coke Can",10,400
2021-12-30,"Thin-Crust Pizza","Pizza Seafood Marinara",1,810
2021-12-30,Coffee,"Caffe Mocha",1,260
2021-12-30,Coffee,Americano,1,150
2021-12-30,Meal,"Moroccan Chicken",1,340
2021-12-30,"Sandwich & Burger","Classic Chicken Burger",1,240
2021-12-31,"Starter & Soup","Chicken Cheese Balls",8,960
2021-12-31,Pasta,"Penne Alfredo",2,560
2021-12-31,"Thin-Crust Pizza","BBQ Chicken  Pizza",11,4725
2021-12-31,Coffee,Latte,3,585
2021-12-31,"Starter & Soup","French Fries",11,880
2021-12-31,Drinks,"Zero Coke Can",11,440
2021-12-31,Coffee,Cappuccino,11,2090
2021-12-31,Pasta,"Fettuccine Baked Pasta",4,1440
2021-12-31,Meal,"Teriyaki Chicken",9,2610
2021-12-31,Drinks,"Water 500ml",23,345
2021-12-31,"Thin-Crust Pizza","Pizza Seafood Marinara",1,560
2021-12-31,Drinks,Sprite,18,720
2021-12-31,"Thin-Crust Pizza","Cheesy Sausage Pizza",3,1415
2021-12-31,"Thin-Crust Pizza","Classic Margherita Pizza",1,220
2021-12-31,"Thin-Crust Pizza","Vegetarian's Delight",1,250
2021-12-31,"Starter & Soup","Cheese Balls",1,100
2021-12-31,Snack,"Buffalo Wings",3,570
2021-12-31,"Shake & Soda","Oreo Vanilla Shake",4,1120
2021-12-31,Coffee,"Flavored Latte",3,790
2021-12-31,"Starter & Soup","Seafood Clear",1,240
2021-12-31,"Thin-Crust Pizza","Chicken Supreme Pizza",7,4125
2021-12-31,"Thin-Crust Pizza","Four Seasons Pizza",5,2870
2021-12-31,"Quick Meal & Salad","Garlic Mushroom with Chicken",2,520
2021-12-31,"Quick Meal & Salad","Chicken Cashew Nut Salad",1,290
2021-12-31,"Pastry & Bakery","Brownie with Ice Cream",2,460
2021-12-31,"Thin-Crust Pizza","Pizza Fun-Guy (Funghi)",2,1180
2021-12-31,Coffee,"Caffe Mocha",1,260
2021-12-31,"Thick-Crust Pizza","Tandoori Chicken Pizza",1,530
2021-12-31,"Starter & Soup","Cream of Mushroom",1,180
2021-12-31,"Shake & Soda","Blueberry Cheesecake Shake",4,1200
2021-12-31,"Shake & Soda","Strawberry Shake",1,270
2021-12-31,"Thin-Crust Pizza","Beef Pepperoni Pizza",2,680
2021-12-31,Snack,"Fried Calamari",2,580
2021-12-31,"Quick Meal & Salad","Sauteed Garlic Mushroom",2,400
2021-12-31,"Starter & Soup","Potato Wedges",4,480
2021-12-31,"Sandwich & Burger","Classic Beef Burger",1,290
2021-12-31,"Sandwich & Burger","Club Sandwich",2,520
2021-12-31,Meal,"Fish & Chips",2,840
2021-12-31,"Shake & Soda","Apple Soda",1,280
2021-12-31,"Shake & Soda","Lime Soda",1,260
2021-12-31,Meal,"Mongolian Beef",1,380
2021-12-31,Snack,"Naga Wings",1,180
2022-01-01,Coffee,Cappuccino,3,570
2022-01-01,"Sandwich & Burger","Club Sandwich",1,260
2022-01-01,"Shake & Soda","Lime Soda",2,520
2022-01-01,"Thin-Crust Pizza","Chicken Supreme Pizza",7,3420
2022-01-01,Drinks,Coke,23,920
2022-01-01,"Shake & Soda","Oreo Vanilla Shake",1,280
2022-01-01,"Starter & Soup","French Fries",10,800
2022-01-01,Drinks,Sprite,7,280
2022-01-01,"Quick Meal & Salad","Garlic Mushroom with Chicken",3,780
2022-01-01,"Thin-Crust Pizza","Corn & Cheese Pizza",1,550
2022-01-01,"Thick-Crust Pizza","Tandoori Chicken Pizza",2,1200
2022-01-01,"Thin-Crust Pizza","Classic Margherita Pizza",4,1220
2022-01-01,"Starter & Soup","Potato Wedges",9,1080
2022-01-01,"Thin-Crust Pizza","Beef Pepperoni Pizza",7,4020
2022-01-01,Snack,"Naga Wings",2,360
2022-01-01,"Quick Meal & Salad","Spicy Rice with Chicken Satay",2,420
2022-01-01,"Quick Meal & Salad","Sauteed Garlic Mushroom",1,200
2022-01-01,"Starter & Soup","Chicken Cheese Balls",5,600
2022-01-01,"Quick Meal & Salad","Chicken Cashew Nut Salad",2,580
2022-01-01,Drinks,"Water 500ml",15,225
2022-01-01,Meal,"Teriyaki Chicken",3,870
2022-01-01,"Sandwich & Burger","Classic Chicken Burger",1,240
2022-01-01,"Sandwich & Burger","Smoked Chicken Sandwich",1,160
2022-01-01,Pasta,"Spaghetti Aglio e Olio",1,270
2022-01-01,Pasta,"Fettuccine Creme Lime-e",1,270
2022-01-01,"Thin-Crust Pizza","BBQ Chicken  Pizza",4,2385
2022-01-01,Coffee,Latte,1,195
2022-01-01,Snack,"Prawn On Toast",2,360
2022-01-01,"Thin-Crust Pizza","Four Seasons Pizza",1,360
2022-01-01,"Starter & Soup","Cream of Mushroom",9,1620
2022-01-01,"Starter & Soup","Hot & Sour",2,370
2022-01-01,Meal,"Fish & Chips",2,840
2022-01-01,Drinks,"Zero Coke Can",1,40
2022-01-01,"Thin-Crust Pizza","Hawaiian BBQ Chicken Pizza",1,350
2022-01-01,Snack,"Fried Calamari",1,290
2022-01-01,"Pastry & Bakery","Brownie with Ice Cream",1,230
2022-01-01,Coffee,"Caffe Mocha",1,280
2022-01-01,Coffee,Espresso,1,130
2022-01-01,Snack,"Teriyaki Chicken Wings",1,200
2022-01-01,"Starter & Soup","Thai Soup",1,210
2022-01-02,"Thin-Crust Pizza","BBQ Chicken  Pizza",4,1600
2022-01-02,"Thin-Crust Pizza","Classic Margherita Pizza",2,550
2022-01-02,Drinks,Coke,6,240
2022-01-02,Drinks,"Water 500ml",13,195
2022-01-02,"Thin-Crust Pizza","Chicken Supreme Pizza",5,2790
2022-01-02,Pasta,"Fettuccine Creme Lime-e",1,270
2022-01-02,Coffee,Latte,3,605
2022-01-02,"Starter & Soup","French Fries",2,160
2022-01-02,"Starter & Soup","Chicken Cheese Balls",2,240
2022-01-02,"Sandwich & Burger","Classic Chicken Burger",1,240
2022-01-02,Coffee,Cappuccino,5,950
2022-01-02,"Shake & Soda","Oreo Vanilla Shake",1,280
2022-01-02,"Thin-Crust Pizza","Beef Pepperoni Pizza",2,1400
2022-01-02,"Thin-Crust Pizza","Four Seasons Pizza",2,1790
2022-01-02,"Quick Meal & Salad","Garlic Mushroom with Chicken",1,260
2022-01-02,"Sandwich & Burger","Club Sandwich",1,260
2022-01-02,"Starter & Soup","Potato Wedges",2,240
2022-01-02,"Starter & Soup","Cream of Mushroom",1,180
2022-01-02,"Starter & Soup","Thai Soup",4,840
2022-01-02,Pasta,"Fettuccine Baked Pasta",1,360
2022-01-02,Snack,"Buffalo Wings",1,190
2022-01-02,"Sandwich & Burger","BBQ Chicken Burger",1,260
2022-01-03,"Quick Meal & Salad","Sauteed Garlic Mushroom",1,200
2022-01-03,Pasta,"Seafood Marinara",1,350
2022-01-03,"Starter & Soup","French Fries",4,320
2022-01-03,Drinks,"Water 500ml",10,150
2022-01-03,Coffee,Latte,4,780
2022-01-03,"Shake & Soda","Strawberry Shake",1,270
2022-01-03,"Quick Meal & Salad","Spicy Rice with Prawn Tempura",1,225
2022-01-03,"Quick Meal & Salad","Spicy Rice with Chicken Satay",1,210
2022-01-03,"Thin-Crust Pizza","Chicken Supreme Pizza",5,2345
2022-01-03,"Quick Meal & Salad","Garlic Mushroom with Chicken",2,520
2022-01-03,Meal,"Teriyaki Chicken",1,290
2022-01-03,Drinks,Sprite,4,160
2022-01-03,"Starter & Soup","Chicken Cheese Balls",3,360
2022-01-03,Meal,"Mongolian Beef",1,380
2022-01-03,Meal,"Moroccan Chicken",1,340
2022-01-03,Drinks,Coke,14,560
2022-01-03,"Sandwich & Burger","Club Sandwich",4,1040
2022-01-03,"Thin-Crust Pizza","Classic Margherita Pizza",3,890
2022-01-03,"Thin-Crust Pizza","BBQ Chicken  Pizza",3,1280
2022-01-03,"Pastry & Bakery","Brownie with Ice Cream",2,460
2022-01-03,"Starter & Soup","Cheese Balls",1,100
2022-01-03,Pasta,"Penne Alfredo",1,280
2022-01-03,Pasta,"Fettuccine Baked Pasta",2,720
2022-01-03,"Starter & Soup","Cream of Mushroom",3,540
2022-01-03,Snack,"Buffalo Wings",2,380
2022-01-03,Steak,"T-Bone (330-350 gms)",1,1450
2022-01-03,"Starter & Soup","Seafood Clear",2,480
2022-01-03,Coffee,Americano,1,150
2022-01-03,"Thin-Crust Pizza","Vegetarian's Delight",1,250
2022-01-03,"Thin-Crust Pizza","Four Seasons Pizza",1,360
2022-01-03,"Thin-Crust Pizza","Cheesy Sausage Pizza",1,610
2022-01-03,"Thin-Crust Pizza","Beef Pepperoni Pizza",2,1040
2022-01-03,"Starter & Soup","Thai Soup",1,210
2022-01-03,"Starter & Soup","Hot & Sour",2,370
2022-01-03,Snack,"Prawn Tempura",3,750
2022-01-03,Meal,"Fish & Chips",1,420
2022-01-03,"Starter & Soup","Potato Wedges",2,240
2022-01-03,Drinks,"Zero Coke Can",1,40
2022-01-03,Snack,"Naga Wings",1,180
2022-01-03,Coffee,Cappuccino,3,570
2022-01-03,Snack,"Teriyaki Chicken Wings",2,400
2022-01-04,"Starter & Soup","Cream of Mushroom",4,720
2022-01-04,"Thin-Crust Pizza","Four Seasons Pizza",3,1260
2022-01-04,"Quick Meal & Salad","Spicy Rice with Chicken Satay",3,630
2022-01-04,Drinks,"Water 500ml",6,90
2022-01-04,Coffee,Cappuccino,4,760
2022-01-04,Pasta,"Fettuccine Baked Pasta",2,720
2022-01-04,Pasta,"Seafood Marinara",1,350
2022-01-04,Pasta,"Spaghetti Bolognese",2,600
2022-01-04,"Sandwich & Burger","Croissant Sandwich",1,190
2022-01-04,"Starter & Soup","Thai Soup",3,630
2022-01-04,"Quick Meal & Salad","Spicy Rice with Prawn Tempura",1,225
2022-01-04,Meal,"Teriyaki Chicken",1,290
2022-01-04,Drinks,Sprite,3,120
2022-01-04,Meal,"Mongolian Beef",1,380
2022-01-04,Coffee,"Caffe Mocha",1,260
2022-01-04,Drinks,Coke,10,400
2022-01-04,Snack,"Teriyaki Chicken Wings",2,400
2022-01-04,"Starter & Soup","Potato Wedges",3,360
2022-01-04,"Thin-Crust Pizza","Chicken Supreme Pizza",1,330
2022-01-04,"Starter & Soup","Chicken Cheese Balls",1,120
2022-01-04,"Starter & Soup","French Fries",3,240
2022-01-04,"Starter & Soup","Hot & Sour",1,185
2022-01-04,Coffee,"Flavored Latte",1,250
2022-01-04,"Starter & Soup","Cheese Balls",1,100
2022-01-04,"Quick Meal & Salad","Chicken Cashew Nut Salad",1,290
2022-01-04,Snack,"Buffalo Wings",1,190
2022-01-04,Snack,"Naga Wings",1,180
2022-01-04,"Thin-Crust Pizza","Beef Pepperoni Pizza",2,680
2022-01-04,Coffee,Espresso,1,130
2022-01-04,Snack,"Fried Calamari",1,290
2022-01-04,"Pastry & Bakery",Cookie,1,120
2022-01-05,Meal,"Moroccan Chicken",1,340
2022-01-05,Coffee,Cappuccino,10,1900
2022-01-05,"Pastry & Bakery",Cookie,2,240
2022-01-05,"Thin-Crust Pizza","Vegetarian's Delight",2,500
2022-01-05,Drinks,Coke,7,280
2022-01-05,"Starter & Soup","French Fries",1,80
2022-01-05,"Thin-Crust Pizza","Classic Margherita Pizza",1,220
2022-01-05,"Thin-Crust Pizza","Chicken Supreme Pizza",4,1470
2022-01-05,"Starter & Soup","Chicken Cheese Balls",3,360
2022-01-05,Drinks,Sprite,4,160
2022-01-05,"Sandwich & Burger","Club Sandwich",1,260
2022-01-05,Meal,"Fish & Chips",1,420
2022-01-05,Drinks,"Water 500ml",7,105
2022-01-05,Coffee,Americano,1,150
2022-01-05,"Quick Meal & Salad","Chicken Cashew Nut Salad",1,290
2022-01-05,"Quick Meal & Salad","Garlic Mushroom with Chicken",1,260
2022-01-05,Snack,"Buffalo Wings",1,190
2022-01-05,"Starter & Soup","Potato Wedges",3,360
2022-01-05,Pasta,"Penne Alfredo",2,560
2022-01-05,"Thin-Crust Pizza","BBQ Chicken  Pizza",4,1600
2022-01-05,"Starter & Soup","Thai Soup",2,420
2022-01-05,"Thin-Crust Pizza","Cheesy Sausage Pizza",1,300
2022-01-05,"Thin-Crust Pizza","Pizza Fun-Guy (Funghi)",1,430
2022-01-05,"Shake & Soda","Oreo Vanilla Shake",1,280
2022-01-05,"Thin-Crust Pizza","Beef Pepperoni Pizza",1,340
2022-01-05,Coffee,"Flavored Latte",1,270
2022-01-05,"Starter & Soup","Cream of Mushroom",1,180
2022-01-05,Coffee,Latte,1,195
2022-01-06,"Thin-Crust Pizza","BBQ Chicken  Pizza",3,1490
2022-01-06,"Sandwich & Burger","BBQ Chicken Burger",2,520
2022-01-06,"Starter & Soup","French Fries",3,240
2022-01-06,"Starter & Soup","Chicken Cheese Balls",3,360
2022-01-06,Pasta,"Spaghetti Bolognese",2,600
2022-01-06,"Thin-Crust Pizza","Chicken Supreme Pizza",1,660
2022-01-06,"Thin-Crust Pizza","Cheesy Sausage Pizza",3,900
2022-01-06,"Starter & Soup","Potato Wedges",3,360
2022-01-06,Pasta,"Fettuccine Baked Pasta",3,1080
2022-01-06,Drinks,Coke,7,280
2022-01-06,Drinks,"Water 500ml",2,30
2022-01-06,Drinks,Sprite,5,200
2022-01-06,"Quick Meal & Salad","Spicy Rice with Chicken Satay",1,210
2022-01-06,"Starter & Soup","Cream of Mushroom",2,360
2022-01-06,Drinks,"Zero Coke Can",2,80
2022-01-06,"Quick Meal & Salad","Sauteed Garlic Mushroom",1,200
2022-01-06,Snack,"Prawn On Toast",1,180
2022-01-06,"Sandwich & Burger","Croissant Sandwich",2,380
2022-01-06,Steak,"Round Beef (200 - 220 gms)",1,700
2022-01-06,"Thin-Crust Pizza","Four Seasons Pizza",1,540
2022-01-06,"Quick Meal & Salad","Chicken Caesar Salad",1,390
2022-01-06,Coffee,Cappuccino,2,380
2022-01-06,"Quick Meal & Salad","Chicken Cashew Nut Salad",1,290
2022-01-06,Snack,"Teriyaki Chicken Wings",1,200
2022-01-06,Coffee,Americano,1,170
2022-01-06,Pasta,"Penne Alfredo",1,280
2022-01-07,Coffee,Latte,6,1230
2022-01-07,Pasta,"Spaghetti Bolognese",2,600
2022-01-07,"Shake & Soda","Oreo Vanilla Shake",5,1400
2022-01-07,"Shake & Soda","Blueberry Cheesecake Shake",1,300
2022-01-07,Tea,"Earl Grey",1,120
2022-01-07,"Quick Meal & Salad","Spicy Rice with Chicken Satay",1,210
2022-01-07,"Quick Meal & Salad","Sauteed Garlic Mushroom",3,600
2022-01-07,Snack,"Buffalo Wings",1,190
2022-01-07,Snack,"Prawn On Toast",1,180
2022-01-07,"Starter & Soup","Chicken Cheese Balls",5,600
2022-01-07,"Starter & Soup","French Fries",4,320
2022-01-07,"Quick Meal & Salad","Spicy Rice with Prawn Tempura",1,225
2022-01-07,"Thin-Crust Pizza","Hawaiian BBQ Chicken Pizza",1,350
2022-01-07,"Thin-Crust Pizza","Prawn-Lime Pizza",1,340
2022-01-07,"Thin-Crust Pizza","Classic Margherita Pizza",3,880
2022-01-07,Meal,"Teriyaki Chicken",1,290
2022-01-07,Meal,"Fish & Chips",2,840
2022-01-07,Drinks,Coke,11,440
2022-01-07,Pasta,"Penne Alfredo",2,560
2022-01-07,Coffee,Espresso,3,390
2022-01-07,Coffee,Cappuccino,5,950
2022-01-07,"Sandwich & Burger","Classic Chicken Burger",4,900
2022-01-07,"Sandwich & Burger","Club Sandwich",2,520
2022-01-07,"Sandwich & Burger","Smoked Chicken Sandwich",2,320
2022-01-07,"Starter & Soup","Cream of Mushroom",7,1260
2022-01-07,"Thin-Crust Pizza","Chicken Supreme Pizza",3,1470
2022-01-07,"Starter & Soup","Potato Wedges",1,120
2022-01-07,Drinks,"Water 500ml",6,90
2022-01-07,Snack,"Teriyaki Chicken Wings",2,400
2022-01-07,"Sandwich & Burger","BBQ Chicken Burger",2,520
2022-01-07,"Thin-Crust Pizza","BBQ Chicken  Pizza",4,1600
2022-01-07,Coffee,Americano,2,300
2022-01-07,Drinks,Sprite,4,160
2022-01-07,"Thin-Crust Pizza","Four Seasons Pizza",1,760
2022-01-07,"Thin-Crust Pizza","Pizza Seafood Marinara",2,1370
2022-01-07,"Thin-Crust Pizza","Cheesy Sausage Pizza",3,1190
2022-01-07,"Sandwich & Burger","Peri Peri Beef Burger",1,350
2022-01-07,Coffee,"Caffe Mocha",1,260
2022-01-07,"Starter & Soup","Thai Soup",1,210
2022-01-07,"Quick Meal & Salad","Garlic Mushroom with Chicken",1,260
2022-01-07,"Quick Meal & Salad","Chicken Cashew Nut Salad",1,290
2022-01-07,Meal,"Mongolian Beef",1,380
2022-01-07,"Thin-Crust Pizza","Beef Pepperoni Pizza",1,340
2022-01-07,"Pastry & Bakery","Brownie with Ice Cream",1,230
2022-01-07,"Pastry & Bakery",Cookie,1,120
2022-01-08,Coffee,Americano,3,450
2022-01-08,"Starter & Soup","Cream of Mushroom",3,540
2022-01-08,Coffee,Latte,3,605
2022-01-08,"Thin-Crust Pizza","Classic Margherita Pizza",3,770
2022-01-08,"Thick-Crust Pizza","Tandoori Chicken Pizza",1,530
2022-01-08,Steak,"Chicken Butterfly",1,490
2022-01-08,"Pastry & Bakery","Munchie Brownie",1,110
2022-01-08,Drinks,Coke,13,520
2022-01-08,Drinks,"Zero Coke Can",1,40
2022-01-08,Drinks,Sprite,3,120
