Date,1. Kacchi Basmati ( P1 ),1. Kacchi Basmoti ( P3 ),1. Kacchi Basmati ( P5 ),2. Kacchi Basmati ( P1 ),2. Kacchi Basmoti ( P3 ),2. Kacchi Basmati ( P5 ),3. Kacchi Basmati ( P1 ),3. Kacchi Basmati ( P3 ),3. Kacchi Basmati ( P5 ),Achari Kabab,Chicken Reshmi Kabab,Chicken Hariali,Chicken Tikka,Mutton Boti Kabab,Chicken Roast,Jali Kabab,Mutton Rezala,Plan Naan,Butter Naan,Garlic Naan,Tilli Naan,Kashmiri Naan,Afgani Naan,Nawabiana Special Naan,Firni,Jorda,Water ( Large ),Burhani ( 1 Glass ),Chicken chap,Chicken Taoya Jhal,Chicken Tandoori,Morog polao (Dim),Kacchi set,Polao set,Set 01,Set 02,Set 03,Set 04,Pepsi 400mg,Drinks,Chicken Boti Taoya,Kacchi,Garlic chilli naan,Burhani(half litter),Burhani(1 litter),Kacchi special,Plain Polao Set 1,Morog pola (Dim),Chicken onion chaap,Burhani (half litter),Jali kabab,Jorda.1,Chicken Boti Taoya.1,Chicken Taowa Jhal,Chicken achari kabab,Chicken Tandoori.1,Plan naan,Butter naan,Garlic naan,Garlic chilli naan.1,Kashmiri Naan.1,Afghani naan,Nawabiana special naan,Ramadan Platter 01,Grill Platter,Kacchi set 2,Water half litter,Plain Polao Set 2,Nawabiana Kashmiri Naan,Chicken Nawabi Kabab,Chicken Onion Chap,Kasmiri Faluda,Regular Lacchi,Mango Lacchi,Badam Lacchi,Salt lacchi,HOT Coffee,Chocolate Cold Coffee,Ice Cream (2 Scoop),Ice Cream (3 Scoop),Banana Milkshake,Strawberry Milkshake,Vanilla Milkshake,Chocolate Milkshake,Mango Milshake,Oreo Milkshake,Kitkat Milkshake,Caramel Cold Coffee,Kaju Milkshake,Coconut Milkshake,Mix Fruits Juice,Nawabiana Special Fruits Salad,Special lacchi,Egg,4. Kacchi Basmati(P1),4. Kacchi Basmati(P3),Morog pola (Jali),Jhal Misty Voj,Achari Voj,Kashmiri voj,Nawabi Voj,Kacchi (Package),Plain Polao (Package),4. Kacchi Basmati(P5),Kacchi (4pcs Mutton),Jhal Misty Voj.1,Achari Voj.1,"Tandoori
 Voj",Nawabi Voj.1,Morog polao (jali),Firni.1,Chicken chap.1,KACCHI SET 3,Tikka Kabab,Morog polao without egg,Iftar package 01,Iftar package 2,Iftar package 03,Iftar package 4,Iftar package 5,Iftar package 6,Malai Lacchi,Blueberry Lacchi,Apple juice,Grape Juice,Malta Juice,Papaya  Juice,Pineapple Juice,Raw Mango,Ripe Mango,Olive Juice,Rose Apple  Juice,Oreo Cold Coffee,KitKat Cold Coffee,Special Faluda,Fruit salada
2022-08-20,468.0,4.0,1.0,6.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,15.0,11.0,0.0,20.0,34.0,5.0,1.0,5.0,0.0,2.0,18.0,0.0,0.0,56.0,15.0,8.0,9.0,4.0,1.0,0.0,10.0,0.0,1.0,0.0,0.0,55.0,7.0,39.0,1.0,3.0,0.0,0.0,0.0,4.0,12.0,1.0,1.0,0.0,4.0,0.0,0.0,2.0,4.0,17.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-21,198.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,4.0,0.0,14.0,33.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,38.0,24.0,0.0,30.0,1.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,110.0,2.0,5.0,3.0,4.0,3.0,0.0,0.0,28.0,6.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,12.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,11.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,2.0,0.0,1.0,89.0,4.0,1.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,213.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,13.0,8.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,15.0,11.0,0.0,0.0,2.0,0.0,0.0,18.0,2.0,0.0,1.0,0.0,83.0,0.0,21.0,0.0,1.0,2.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,3.0,3.0,1.0,5.0,0.0,15.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,91.0,0.0,0.0,0.0,16.0,8.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0,1.0,0.0,0.0,81.0,4.0,1.0,17.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-23,185.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,2.0,20.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,29.0,19.0,4.0,3.0,6.0,0.0,0.0,7.0,1.0,1.0,0.0,0.0,112.0,0.0,27.0,1.0,1.0,9.0,0.0,0.0,19.0,9.0,0.0,2.0,0.0,0.0,0.0,1.0,12.0,0.0,21.0,6.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,5.0,4.0,5.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0,1.0,2.0,0.0,1.0,84.0,9.0,2.0,9.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-24,246.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,14.0,10.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,14.0,16.0,3.0,1.0,3.0,0.0,0.0,8.0,0.0,0.0,2.0,0.0,137.0,2.0,14.0,1.0,3.0,6.0,0.0,3.0,4.0,5.0,2.0,0.0,0.0,1.0,0.0,1.0,6.0,0.0,18.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,67.0,0.0,0.0,0.0,16.0,5.0,7.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,10.0,0.0,0.0,0.0,0.0,97.0,0.0,1.0,7.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-25,215.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0,12.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,37.0,18.0,1.0,3.0,6.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,148.0,0.0,27.0,1.0,1.0,1.0,0.0,0.0,41.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,11.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,3.0,119.0,0.0,0.0,0.0,8.0,15.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,67.0,29.0,1.0,12.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-26,291.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,3.0,0.0,13.0,23.0,5.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,18.0,15.0,4.0,4.0,22.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,123.0,1.0,23.0,1.0,1.0,3.0,0.0,0.0,14.0,11.0,6.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,18.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,133.0,0.0,0.0,0.0,22.0,24.0,5.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,91.0,3.0,0.0,39.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-27,284.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,20.0,18.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,10.0,0.0,11.0,7.0,0.0,0.0,11.0,0.0,1.0,0.0,0.0,77.0,1.0,32.0,1.0,9.0,6.0,0.0,0.0,18.0,4.0,7.0,0.0,0.0,6.0,3.0,0.0,6.0,0.0,28.0,3.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,149.0,0.0,0.0,0.0,10.0,0.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,0.0,0.0,0.0,0.0,133.0,0.0,1.0,14.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-28,554.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,14.0,23.0,0.0,32.0,27.0,15.0,1.0,1.0,1.0,0.0,14.0,0.0,0.0,80.0,19.0,2.0,6.0,6.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,270.0,2.0,35.0,1.0,3.0,4.0,0.0,0.0,30.0,8.0,1.0,3.0,0.0,5.0,1.0,1.0,5.0,7.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,152.0,0.0,0.0,0.0,31.0,5.0,15.0,2.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,309.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-29,420.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,6.0,11.0,0.0,20.0,40.0,5.0,0.0,8.0,0.0,0.0,4.0,0.0,0.0,114.0,39.0,3.0,8.0,8.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,244.0,1.0,37.0,4.0,5.0,2.0,0.0,3.0,21.0,8.0,3.0,2.0,0.0,1.0,2.0,0.0,6.0,4.0,15.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,187.0,0.0,0.0,0.0,22.0,9.0,10.0,2.0,0.0,0.0,6.0,2.0,5.0,0.0,0.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-30,304.0,3.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,9.0,21.0,0.0,24.0,34.0,2.0,1.0,3.0,0.0,0.0,24.0,0.0,0.0,55.0,27.0,2.0,16.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,208.0,0.0,27.0,1.0,7.0,2.0,0.0,1.0,46.0,11.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,24.0,17.0,6.0,2.0,1.0,0.0,6.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-31,405.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,23.0,0.0,14.0,52.0,3.0,0.0,1.0,4.0,0.0,22.0,0.0,0.0,38.0,36.0,7.0,10.0,8.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,206.0,0.0,37.0,0.0,2.0,7.0,0.0,0.0,25.0,10.0,0.0,2.0,0.0,1.0,2.0,0.0,7.0,11.0,13.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,63.0,0.0,0.0,0.0,21.0,9.0,2.0,7.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-01,344.0,1.0,2.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,17.0,0.0,34.0,38.0,2.0,0.0,4.0,0.0,2.0,20.0,0.0,2.0,40.0,24.0,8.0,4.0,11.0,4.0,0.0,9.0,0.0,0.0,0.0,0.0,232.0,1.0,21.0,4.0,4.0,4.0,0.0,0.0,28.0,9.0,1.0,2.0,0.0,3.0,0.0,0.0,5.0,7.0,12.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,41.0,14.0,11.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,11.0,4.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-02,406.0,4.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,6.0,19.0,0.0,9.0,59.0,15.0,2.0,1.0,0.0,0.0,11.0,0.0,0.0,69.0,33.0,5.0,10.0,1.0,1.0,0.0,12.0,3.0,1.0,0.0,0.0,254.0,3.0,52.0,0.0,3.0,2.0,0.0,4.0,23.0,10.0,3.0,4.0,0.0,2.0,1.0,0.0,3.0,14.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,105.0,0.0,0.0,0.0,20.0,9.0,9.0,0.0,0.0,0.0,3.0,3.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-03,496.0,4.0,2.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,42.0,15.0,0.0,17.0,43.0,10.0,0.0,7.0,0.0,1.0,3.0,0.0,0.0,81.0,38.0,5.0,7.0,2.0,2.0,0.0,9.0,3.0,0.0,0.0,0.0,390.0,1.0,38.0,2.0,6.0,3.0,0.0,4.0,17.0,7.0,1.0,3.0,0.0,1.0,4.0,1.0,6.0,10.0,30.0,5.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,255.0,0.0,0.0,0.0,26.0,41.0,3.0,0.0,1.0,0.0,13.0,3.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,51.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,12.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-04,288.0,5.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,9.0,0.0,28.0,63.0,6.0,0.0,8.0,1.0,2.0,7.0,0.0,0.0,77.0,45.0,6.0,14.0,4.0,4.0,0.0,9.0,0.0,1.0,1.0,0.0,0.0,0.0,20.0,0.0,4.0,0.0,0.0,0.0,11.0,6.0,0.0,2.0,0.0,0.0,0.0,1.0,4.0,5.0,32.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,8.0,6.0,0.0,0.0,0.0,3.0,6.0,0.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,8.0,1.0,16.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-05,211.0,4.0,1.0,3.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,0.0,19.0,23.0,5.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,38.0,14.0,5.0,3.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,1.0,31.0,0.0,4.0,2.0,0.0,2.0,8.0,6.0,1.0,4.0,0.0,1.0,1.0,0.0,1.0,3.0,5.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,9.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-06,367.0,3.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,10.0,37.0,6.0,1.0,1.0,0.0,0.0,25.0,0.0,0.0,47.0,15.0,6.0,7.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,96.0,0.0,20.0,2.0,2.0,0.0,0.0,3.0,13.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,6.0,6.0,15.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,3.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-07,257.0,3.0,0.0,1.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,6.0,0.0,18.0,30.0,3.0,0.0,3.0,0.0,0.0,13.0,0.0,0.0,48.0,34.0,2.0,3.0,0.0,2.0,0.0,9.0,2.0,0.0,2.0,0.0,135.0,2.0,44.0,1.0,3.0,0.0,0.0,1.0,22.0,6.0,3.0,3.0,0.0,0.0,2.0,0.0,0.0,4.0,2.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-08,324.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,9.0,0.0,18.0,39.0,7.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,44.0,28.0,1.0,3.0,0.0,5.0,0.0,13.0,0.0,0.0,0.0,0.0,46.0,1.0,23.0,0.0,2.0,1.0,0.0,0.0,16.0,5.0,1.0,0.0,0.0,1.0,2.0,0.0,12.0,7.0,6.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,3.0,10.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-09,601.0,2.0,2.0,3.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,13.0,0.0,19.0,45.0,2.0,0.0,10.0,3.0,1.0,7.0,0.0,0.0,48.0,25.0,8.0,9.0,3.0,2.0,0.0,3.0,1.0,1.0,0.0,0.0,5.0,0.0,24.0,1.0,0.0,1.0,0.0,2.0,91.0,6.0,0.0,3.0,0.0,4.0,1.0,5.0,1.0,2.0,14.0,4.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,11.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-10,369.0,4.0,0.0,7.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,21.0,0.0,26.0,60.0,19.0,0.0,16.0,3.0,0.0,20.0,0.0,0.0,69.0,44.0,3.0,11.0,2.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,3.0,28.0,3.0,2.0,2.0,0.0,0.0,13.0,8.0,0.0,2.0,0.0,3.0,1.0,0.0,17.0,16.0,35.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,27.0,8.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
